timestamp,location_id,road_name,road_type,lanes,free_flow_speed,traffic_volume,average_speed,road_occupancy,weather,temperature,rainfall,incident,construction,congestion_level
2026-06-01 04:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,164,37.5,11.2,Clear,23.9,0.0,0,0,0
2026-06-01 04:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,381,46.2,10.4,Clear,23.9,0.0,0,0,0
2026-06-01 06:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,1562,31.1,51.7,Clear,29.7,0.0,0,0,1
2026-06-01 06:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,2432,55.0,45.2,Clear,29.7,0.0,0,0,1
2026-06-01 06:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,1275,40.2,39.4,Clear,29.7,0.0,0,0,1
2026-06-01 06:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,2753,59.0,46.0,Clear,29.7,0.0,0,0,1
2026-06-01 06:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,651,35.7,34.3,Clear,29.7,0.0,0,0,0
2026-06-01 06:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,1486,52.3,38.6,Clear,29.7,0.0,0,0,1
2026-06-01 06:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,601,31.8,32.9,Clear,29.7,0.0,0,0,0
2026-06-01 06:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,1579,31.5,50.6,Clear,29.7,0.0,0,0,1
2026-06-01 08:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,2851,10.1,95.8,Clear,29.5,0.0,0,0,3
2026-06-01 08:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,3877,30.7,73.4,Clear,29.5,0.0,0,0,2
2026-06-01 08:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,2615,8.3,93.5,Clear,29.5,0.0,0,0,3
2026-06-01 08:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,4949,16.8,88.7,Clear,29.5,0.0,0,0,3
2026-06-01 08:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,1340,15.2,79.4,Clear,29.5,0.0,0,0,2
2026-06-01 08:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,3294,14.6,94.6,Clear,29.5,0.0,0,0,3
2026-06-01 08:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,1545,8.0,98.0,Clear,29.5,0.0,0,0,3
2026-06-01 08:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,2376,16.0,81.8,Clear,29.5,0.0,0,0,2
2026-06-01 10:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,2518,15.2,83.0,Clear,34.3,0.0,0,0,3
2026-06-01 10:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,4398,21.9,85.0,Clear,34.3,0.0,0,0,3
2026-06-01 10:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,2543,10.2,91.1,Clear,34.3,0.0,0,0,3
2026-06-01 10:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,4934,16.7,87.0,Clear,34.3,0.0,0,0,3
2026-06-01 10:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,1483,8.0,93.7,Clear,34.3,0.0,0,0,3
2026-06-01 10:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,2905,19.8,82.8,Clear,34.3,0.0,0,0,3
2026-06-01 10:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,1411,8.1,90.5,Clear,34.3,0.0,0,0,3
2026-06-01 10:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,2586,10.9,88.8,Clear,34.3,0.0,0,0,3
2026-06-01 12:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,2063,22.1,65.9,Clear,33.8,0.0,0,0,2
2026-06-01 12:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,3454,38.7,62.4,Clear,33.8,0.0,0,0,2
2026-06-01 12:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,1796,31.0,60.4,Clear,33.8,0.0,0,0,1
2026-06-01 12:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,3032,55.1,52.3,Clear,33.8,0.0,0,0,1
2026-06-01 12:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,814,31.0,43.9,Clear,33.8,0.0,0,0,1
2026-06-01 12:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,2144,39.9,55.9,Clear,33.8,0.0,0,0,1
2026-06-01 12:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,932,20.8,58.7,Clear,33.8,0.0,0,0,1
2026-06-01 12:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,1505,34.4,44.4,Clear,33.8,0.0,0,0,1
2026-06-01 14:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,1429,36.8,42.6,Cloudy,28.7,0.0,0,0,1
2026-06-01 14:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,3232,41.9,58.9,Cloudy,28.7,0.0,0,0,2
2026-06-01 14:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,1847,29.5,60.0,Cloudy,28.7,0.0,0,0,2
2026-06-01 14:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,2865,58.6,45.6,Cloudy,28.7,0.0,0,0,1
2026-06-01 14:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,916,29.3,53.7,Cloudy,28.7,0.0,0,0,1
2026-06-01 14:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,2296,36.7,60.9,Cloudy,28.7,0.0,0,0,2
2026-06-01 14:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,1008,21.3,60.8,Cloudy,28.7,0.0,0,0,2
2026-06-01 14:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,1716,31.5,51.0,Cloudy,28.7,0.0,0,0,1
2026-06-01 16:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,1754,28.2,54.9,Cloudy,26.8,0.0,0,0,1
2026-06-01 16:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,3450,39.9,63.3,Cloudy,26.8,0.0,0,0,2
2026-06-01 16:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,1803,27.4,64.8,Cloudy,26.8,0.0,0,0,2
2026-06-01 16:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,3231,49.6,54.0,Cloudy,26.8,0.0,0,0,1
2026-06-01 16:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,963,26.5,54.3,Cloudy,26.8,0.0,0,0,1
2026-06-01 16:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,1978,41.0,56.0,Cloudy,26.8,0.0,0,0,1
2026-06-01 16:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,916,23.5,55.3,Cloudy,26.8,0.0,0,0,1
2026-06-01 16:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,1597,31.5,52.0,Cloudy,26.8,0.0,0,0,1
2026-06-01 18:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,2640,8.9,89.5,Cloudy,24.2,0.0,0,0,3
2026-06-01 18:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,5362,14.9,98.0,Cloudy,24.2,0.0,0,0,3
2026-06-01 18:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,2400,13.5,86.0,Cloudy,24.2,0.0,0,0,3
2026-06-01 18:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,5315,14.2,94.4,Cloudy,24.2,0.0,0,0,3
2026-06-01 18:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,1723,8.0,98.0,Cloudy,24.2,0.0,0,0,3
2026-06-01 18:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,3237,13.6,93.0,Cloudy,24.2,0.0,0,0,3
2026-06-01 18:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,1120,8.0,78.8,Cloudy,24.2,0.0,1,0,3
2026-06-01 18:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,2761,9.5,90.5,Cloudy,24.2,0.0,0,0,3
2026-06-01 20:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,2523,11.6,84.9,Cloudy,23.0,1.0,0,0,3
2026-06-01 20:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,4693,12.6,91.0,Cloudy,23.0,1.0,0,0,3
2026-06-01 20:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,2769,10.6,98.0,Cloudy,23.0,1.0,0,0,3
2026-06-01 20:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,5654,15.8,98.0,Cloudy,23.0,1.0,0,0,3
2026-06-01 20:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,1586,9.7,95.9,Cloudy,23.0,1.0,0,0,3
2026-06-01 20:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,3082,15.7,89.5,Cloudy,23.0,1.0,0,0,3
2026-06-01 20:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,1432,8.0,91.8,Cloudy,23.0,1.0,0,0,3
2026-06-01 20:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,2520,11.8,83.5,Cloudy,23.0,1.0,0,0,3
2026-06-01 22:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,1336,36.3,43.0,Cloudy,22.4,0.6,0,0,1
2026-06-01 22:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,3120,46.4,55.9,Cloudy,22.4,0.6,0,0,1
2026-06-01 22:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,1056,45.3,34.9,Cloudy,22.4,0.6,0,0,0
2026-06-01 22:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,2559,62.1,39.3,Cloudy,22.4,0.6,0,0,1
2026-06-01 22:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,669,34.0,37.9,Cloudy,22.4,0.6,0,0,1
2026-06-01 22:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,1449,52.1,38.2,Cloudy,22.4,0.6,0,0,1
2026-06-01 22:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,580,29.9,36.1,Cloudy,22.4,0.6,0,0,0
2026-06-01 22:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,1192,38.4,34.0,Cloudy,22.4,0.6,0,0,0
2026-06-02 00:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,345,36.8,14.7,Clear,23.0,0.0,0,1,0
2026-06-02 00:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,1113,72.7,19.0,Clear,23.0,0.0,0,0,0
2026-06-02 00:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,399,54.5,8.3,Clear,23.0,0.0,0,0,0
2026-06-02 00:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,460,84.2,6.4,Clear,23.0,0.0,0,0,0
2026-06-02 00:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,169,42.5,9.7,Clear,23.0,0.0,0,0,0
2026-06-02 00:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,449,69.3,6.8,Clear,23.0,0.0,0,0,0
2026-06-02 00:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,128,32.5,11.8,Clear,23.0,0.0,0,1,0
2026-06-02 00:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,373,48.8,7.1,Clear,23.0,0.0,0,0,0
2026-06-02 02:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,301,37.4,15.4,Cloudy,22.9,0.0,0,1,0
2026-06-02 02:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,1231,73.6,21.3,Cloudy,22.9,0.0,0,0,0
2026-06-02 02:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,279,55,8.1,Cloudy,22.9,0.0,0,0,0
2026-06-02 02:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,671,81.3,11.6,Cloudy,22.9,0.0,0,0,0
2026-06-02 02:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,199,44.4,7.5,Cloudy,22.9,0.0,0,0,0
2026-06-02 02:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,531,68.2,9.8,Cloudy,22.9,0.0,0,0,0
2026-06-02 02:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,181,28.3,20.6,Cloudy,22.9,0.0,0,1,0
2026-06-02 02:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,278,48.3,9.9,Cloudy,22.9,0.0,0,0,0
2026-06-02 04:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,282,39.2,15.2,Cloudy,22.1,1.4,0,1,0
2026-06-02 04:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,1325,69.6,20.7,Cloudy,22.1,1.4,0,0,0
2026-06-02 04:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,361,52.9,10.4,Cloudy,22.1,1.4,0,0,0
2026-06-02 04:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,668,83.1,7.6,Cloudy,22.1,1.4,0,0,0
2026-06-02 04:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,157,42.5,8.8,Cloudy,22.1,1.4,0,0,0
2026-06-02 04:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,458,67.3,11.7,Cloudy,22.1,1.4,0,0,0
2026-06-02 04:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,232,28.1,19.1,Cloudy,22.1,1.4,0,1,0
2026-06-02 04:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,256,31.9,17.2,Cloudy,22.1,1.4,1,0,1
2026-06-02 06:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,1329,25.2,50.4,Foggy,18.2,0.0,0,1,2
2026-06-02 06:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,2347,49.8,42.0,Foggy,18.2,0.0,0,0,1
2026-06-02 06:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,1413,32.5,46.6,Foggy,18.2,0.0,0,0,1
2026-06-02 06:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,2426,56.2,40.5,Foggy,18.2,0.0,0,0,1
2026-06-02 06:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,787,28.2,48.0,Foggy,18.2,0.0,0,0,1
2026-06-02 06:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,1456,46.8,42.4,Foggy,18.2,0.0,0,0,1
2026-06-02 06:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,753,19.3,53.8,Foggy,18.2,0.0,0,1,2
2026-06-02 06:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,1439,31.4,44.3,Foggy,18.2,0.0,0,0,1
2026-06-02 08:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,2278,13.7,76.6,Clear,29.3,0.0,0,1,3
2026-06-02 08:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,4795,15.1,95.3,Clear,29.3,0.0,0,0,3
2026-06-02 08:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,2627,11.6,91.8,Clear,29.3,0.0,0,0,3
2026-06-02 08:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,5010,18.0,86.7,Clear,29.3,0.0,0,0,3
2026-06-02 08:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,1270,16.4,74.6,Clear,29.3,0.0,0,0,2
2026-06-02 08:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,2866,23.0,80.0,Clear,29.3,0.0,0,0,2
2026-06-02 08:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,1100,8.0,76.9,Clear,29.3,0.0,1,1,3
2026-06-02 08:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,2276,20.1,74.1,Clear,29.3,0.0,0,0,2
2026-06-02 10:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,2573,10.4,87.2,Cloudy,20.0,0.0,0,1,3
2026-06-02 10:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,4896,14.7,95.1,Cloudy,20.0,0.0,0,0,3
2026-06-02 10:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,2261,16.8,81.0,Cloudy,20.0,0.0,0,0,2
2026-06-02 10:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,5083,14.5,94.3,Cloudy,20.0,0.0,0,0,3
2026-06-02 10:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,1522,8.0,92.0,Cloudy,20.0,0.0,0,0,3
2026-06-02 10:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,3289,14.6,93.4,Cloudy,20.0,0.0,0,0,3
2026-06-02 10:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,1306,8.0,88.9,Cloudy,20.0,0.0,0,1,3
2026-06-02 10:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,2755,9.2,95.0,Cloudy,20.0,0.0,0,0,3
2026-06-02 12:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,1695,22.7,56.3,Clear,34.8,0.0,0,1,2
2026-06-02 12:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,3028,49.0,56.7,Clear,34.8,0.0,0,0,1
2026-06-02 12:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,1507,35.4,50.9,Clear,34.8,0.0,0,0,1
2026-06-02 12:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,3128,54.8,49.4,Clear,34.8,0.0,0,0,1
2026-06-02 12:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,937,27.3,55.6,Clear,34.8,0.0,0,0,1
2026-06-02 12:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,2110,39.8,59.3,Clear,34.8,0.0,0,0,1
2026-06-02 12:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,924,16.8,62.8,Clear,34.8,0.0,0,1,2
2026-06-02 12:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,1908,26.6,59.7,Clear,34.8,0.0,0,0,2
2026-06-02 14:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,1655,25.1,56.2,Clear,33.4,0.0,0,1,2
2026-06-02 14:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,2917,49.9,53.6,Clear,33.4,0.0,0,0,1
2026-06-02 14:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,1700,32.5,59.1,Clear,33.4,0.0,0,0,1
2026-06-02 14:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,2996,55.4,51.3,Clear,33.4,0.0,0,0,1
2026-06-02 14:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,1013,24.7,59.9,Clear,33.4,0.0,0,0,1
2026-06-02 14:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,2033,41.7,57.0,Clear,33.4,0.0,0,0,1
2026-06-02 14:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,872,20.3,59.0,Clear,33.4,0.0,0,1,2
2026-06-02 14:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,1823,29.0,58.5,Clear,33.4,0.0,0,0,1
2026-06-02 16:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,1739,20.0,60.9,Rainy,20.2,6.8,0,1,2
2026-06-02 16:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,2541,44.9,50.6,Rainy,20.2,6.8,0,0,1
2026-06-02 16:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,1506,28.2,53.4,Rainy,20.2,6.8,0,0,1
2026-06-02 16:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,2759,49.3,46.7,Rainy,20.2,6.8,0,0,1
2026-06-02 16:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,834,23.8,54.2,Rainy,20.2,6.8,0,0,1
2026-06-02 16:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,1704,39.0,46.1,Rainy,20.2,6.8,0,0,1
2026-06-02 16:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,917,13.2,64.8,Rainy,20.2,6.8,0,1,2
2026-06-02 16:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,1550,26.8,50.7,Rainy,20.2,6.8,0,0,1
2026-06-02 18:00,SEG_01,AB Road Central (Palasia to Geeta Bhawan),Arterial,3,50,2615,8.8,92.4,Cloudy,23.8,0.0,0,1,3
2026-06-02 18:00,SEG_02,Eastern Bypass Corridor (Rau to Kanadia),Highway,4,80,4849,13.5,94.6,Cloudy,23.8,0.0,0,0,3
2026-06-02 18:00,SEG_03,Ring Road Section 3 (Robot Square to Radisson),Arterial,3,55,2796,10.3,97.3,Cloudy,23.8,0.0,0,0,3
2026-06-02 18:00,SEG_04,Super Corridor West (Airport to MR10),Expressway,4,85,5451,15.7,94.8,Cloudy,23.8,0.0,0,0,3
2026-06-02 18:00,SEG_05,Bhawarkua Arterial (University to Tower Square),Collector,2,45,1582,9.0,95.7,Cloudy,23.8,0.0,0,0,3
2026-06-02 18:00,SEG_06,MR-10 Expressway Link (Tigaria to Vijay Nagar),Expressway,3,70,3550,13.2,97.2,Cloudy,23.8,0.0,0,0,3
2026-06-02 18:00,SEG_07,Annapurna Road Corridor (Ranjeet Hanuman to Mhow),Collector,2,40,1395,8.0,90.2,Cloudy,23.8,0.0,0,1,3
2026-06-02 18:00,SEG_08,Vijay Nagar Central Junction (Brilliant to Scheme 54),Arterial,3,50,2748,9.2,95.1,Cloudy,23.8,0.0,0,0,3
